supported_index,dataset,model,status,query_id,spectrum_id,casmi_id,adduct,precursor_mz,collision_energy_used,true_candidate_id,candidate_pool_policy,candidate_count,predicted_spectrum_count,failed_prediction_count,nan_score_count,true_rank,top1_correct,top5_correct,top10_correct,reciprocal_rank,top1_candidate_smiles,top1_tanimoto,formula_accuracy,score_name,elapsed_seconds,source_shard,source_file,in_matched_manifest
118,CASMI2022,iceberg,partial_prediction_failures,164,164,367,[M+H]+,319.174937465293,30,CASMI_MOL_1196963,full_query_candidate_set,9014,9013,1,1,2.0,False,True,True,0.5,CCC(C)=CC=CCC(=O)OCC(O)C(O)C(O)C(O)CO,1.0,True,binned_cosine_1Da,14057.106333255768,shard_116_120,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_116_120/casmi2022_iceberg_harmonized_query_results.csv,True
119,CASMI2022,iceberg,completed,165,165,368,[M+H]+,903.254435229549,30,CASMI_MOL_1196937,full_query_candidate_set,631,631,0,0,63.0,False,False,False,0.0158730158730158,CC1OC(Oc2cc(O)c3c(=O)c(OC4OC(CO)C(O)C(O)C4OC4OC(COC(=O)C=Cc5ccc(O)cc5)C(O)C(O)C4O)c(-c4ccc(O)cc4)oc3c2)C(O)C(O)C1O,0.8705882352941177,True,binned_cosine_1Da,1842.8172359466555,shard_116_120,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_116_120/casmi2022_iceberg_harmonized_query_results.csv,True
120,CASMI2022,iceberg,completed,166,166,369,[M+H]+,197.117068765905,30,CASMI_MOL_1196964,full_query_candidate_set,6879,6879,0,0,86.0,False,False,False,0.0116279069767441,O=C(O)C1CCC(=O)C12CCCCC2,0.1702127659574468,True,binned_cosine_1Da,5941.168781042099,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
121,CASMI2022,iceberg,completed,169,169,377,[M+H]+,586.21728515625,30,CASMI_MOL_1196967,full_query_candidate_set,4670,4670,0,0,33.0,False,False,False,0.0303030303030303,CC(C)(O)c1cccc(CCC(SCC2(CC(=O)O)CC2)c2ccccc2C=Cc2ccc3ccc(Cl)cc3n2)c1,0.6363636363636364,True,binned_cosine_1Da,9180.259550333025,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
122,CASMI2022,iceberg,completed,170,170,381,[M+H]+,317.210941458283,30,CASMI_MOL_1196898,full_query_candidate_set,8301,8301,0,0,1988.0,False,False,False,0.0005030181086519,C#CCCCC=CCC(O)C=CC=CCC=CCCCC(=O)O,0.024390243902439,True,binned_cosine_1Da,10481.941764354706,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
123,CASMI2022,iceberg,completed,171,171,382,[M+H]+,647.232372764582,30,CASMI_MOL_1196968,full_query_candidate_set,1728,1728,0,0,15.0,False,False,False,0.0666666666666666,COc1ccc(-c2oc3c(CC=C(C)C)c(O)cc(O)c3c(=O)c2OC2OCC(O)C(O)C2OC2OC(C)C(O)C(O)C2O)cc1,0.9090909090909092,True,binned_cosine_1Da,3859.2490520477295,shard_121_125,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_121_125/casmi2022_iceberg_harmonized_query_results.csv,True
124,CASMI2022,iceberg,completed,172,172,383,[M+H]+,337.273350277786,30,CASMI_MOL_1196879,full_query_candidate_set,1959,1959,0,0,372.0,False,False,False,0.0026881720430107,CCCCCC(C)(O)C=CC1CCCC1CC=CCCCC(=O)O,0.119047619047619,True,binned_cosine_1Da,2449.6875035762787,shard_121_125,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_121_125/casmi2022_iceberg_harmonized_query_results.csv,True
125,CASMI2022,iceberg,completed,173,173,384,[M+H]+,417.138772181597,30,CASMI_MOL_1196969,full_query_candidate_set,8918,8918,0,0,2.0,False,True,True,0.5,C=CC1C(OC2OC(COC(C)=O)C(O)C(O)C2O)OC=C2C(=O)OCCC21O,1.0,True,binned_cosine_1Da,13868.945900678636,shard_121_125,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_121_125/casmi2022_iceberg_harmonized_query_results.csv,True
126,CASMI2022,iceberg,completed,176,176,390,[M+H]+,611.196249141132,30,CASMI_MOL_1196972,full_query_candidate_set,2390,2390,0,0,207.0,False,False,False,0.0048309178743961,COc1cc(C2CC(=O)c3c(O)cc(OC4OC(CO)C(O)C(O)C4OC4OC(C)C(O)C(O)C4O)cc3O2)ccc1O,0.6790123456790124,True,binned_cosine_1Da,4891.121729850769,shard_126_130,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_126_130/casmi2022_iceberg_harmonized_query_results.csv,True
127,CASMI2022,iceberg,partial_prediction_failures,177,177,391,[M+H]+,813.264282226563,30,CASMI_MOL_1196973,full_query_candidate_set,336,334,2,2,14.0,False,False,False,0.0714285714285714,CN(C)CCC(CSc1ccccc1)Nc1cc(S(=O)(=O)NC(=O)c2ccc(N3CCN(Cc4ccccc4-c4ccc(Cl)cc4)CC3)cc2)ccc1[N+](=O)[O-],0.912087912087912,True,binned_cosine_1Da,2231.546416759491,shard_126_130,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_126_130/casmi2022_iceberg_harmonized_query_results.csv,True
128,CASMI2022,iceberg,partial_prediction_failures,178,178,395,[M+H]+,369.230865478516,30,CASMI_MOL_1196974,full_query_candidate_set,2608,2607,1,1,154.0,False,False,False,0.0064935064935064,CC1(C)C(c2ccccc2)=C2CC3N4C(=C(c5ccccc5)C3(C)C)CC1N24,0.0704225352112676,True,binned_cosine_1Da,4303.613475322723,shard_126_130,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_126_130/casmi2022_iceberg_harmonized_query_results.csv,True
129,CASMI2022,iceberg,partial_prediction_failures,179,179,396,[M+H]+,417.201470595733,30,CASMI_MOL_1196975,full_query_candidate_set,8960,8959,1,1,17.0,False,False,False,0.0588235294117647,CC(C)c1ccc2c(-c3cn(-c4ccc(C(=O)N5CCOCC5)cc4)nn3)[nH]nc2c1,0.1018518518518518,False,binned_cosine_1Da,16188.69207382202,shard_126_130,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_126_130/casmi2022_iceberg_harmonized_query_results.csv,True
130,CASMI2022,iceberg,completed,180,180,397,[M+H]+,491.226984056055,30,CASMI_MOL_1196976,full_query_candidate_set,6387,6387,0,0,33.0,False,False,False,0.0303030303030303,COc1c2c(c(C)c3c1C(=O)OC3)OC1(C)CC(O)C34OC(OC)(OC3(C)C)C(O)CC4(C)C1C2,0.6447368421052632,True,binned_cosine_1Da,11388.29368519783,shard_126_130,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_126_130/casmi2022_iceberg_harmonized_query_results.csv,True
131,CASMI2022,iceberg,completed,181,181,398,[M+H]+,235.169064683683,30,CASMI_MOL_1196915,full_query_candidate_set,9633,9633,0,0,114.0,False,False,False,0.0087719298245614,O=C(O)C12CC3CC(C1)C1CCCCC1(C3)C2,0.1929824561403508,True,binned_cosine_1Da,10279.093555927277,shard_131_135,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_131_135/casmi2022_iceberg_harmonized_query_results.csv,True
132,CASMI2022,iceberg,completed,185,185,407,[M+H]+,193.085852176167,30,CASMI_MOL_1196979,full_query_candidate_set,6320,6320,0,0,3801.0,False,False,False,0.0002630886608787,COC(=O)CCC(F)CCC(=O)O,0.125,False,binned_cosine_1Da,6812.499249696732,shard_131_135,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_131_135/casmi2022_iceberg_harmonized_query_results.csv,True
133,CASMI2022,iceberg,completed,186,186,408,[M+H]+,267.122505644981,30,CASMI_MOL_1196980,full_query_candidate_set,9661,9661,0,0,8.0,False,False,True,0.125,CCc1c(OC)cc(OC)c(C=CC(=O)OC)c1O,0.2545454545454545,True,binned_cosine_1Da,12210.55160856247,shard_131_135,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_131_135/casmi2022_iceberg_harmonized_query_results.csv,True
134,CASMI2022,iceberg,completed,187,187,409,[M+H]+,403.138301404899,30,CASMI_MOL_1196981,full_query_candidate_set,8418,8418,0,0,1.0,True,True,True,1.0,COc1ccc(-c2oc3c(OC)c(OC)cc(OC)c3c(=O)c2OC)cc1OC,1.0,True,binned_cosine_1Da,12680.282756090164,shard_131_135,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_131_135/casmi2022_iceberg_harmonized_query_results.csv,True
135,CASMI2022,iceberg,completed,188,188,410,[M+H]+,469.22139095747,30,CASMI_MOL_1196982,full_query_candidate_set,6643,6643,0,0,5787.0,False,False,False,0.000172801105927,[H]POC(C=CC1C(OP[H])CC(OP)C1CC=CCCCC(=O)OC)CCCCC,0.1052631578947368,False,binned_cosine_1Da,11287.220919132233,shard_131_135,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_131_135/casmi2022_iceberg_harmonized_query_results.csv,True
136,CASMI2022,iceberg,completed,189,189,417,[M+H]+,368.217760698508,30,CASMI_MOL_1196983,full_query_candidate_set,3839,3839,0,0,73.0,False,False,False,0.0136986301369863,CC(C)C(N)C(=O)C1CCNC1C(=O)NC(C(C)C)C(O)C(F)(F)F,0.1126760563380281,False,binned_cosine_1Da,5206.192644119263,shard_136_140,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_136_140/casmi2022_iceberg_harmonized_query_results.csv,True
137,CASMI2022,iceberg,completed,190,190,420,[M+H]+,275.163853197791,30,CASMI_MOL_1196940,full_query_candidate_set,9134,9134,0,0,120.0,False,False,False,0.0083333333333333,CC=CC=CCCCC=CCc1cc(=O)c(C)c(O)o1,0.2,True,binned_cosine_1Da,11664.697427511215,shard_136_140,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_136_140/casmi2022_iceberg_harmonized_query_results.csv,True
138,CASMI2022,iceberg,completed,191,191,421,[M+H]+,487.341250778403,30,CASMI_MOL_1196908,full_query_candidate_set,1876,1876,0,0,937.0,False,False,False,0.0010672358591248,CCC=CCC=CCC=CCC=CCC=CCC=CCCC(=O)OC(CO)COC(=O)CCCC,0.0568181818181818,True,binned_cosine_1Da,3979.778769254685,shard_136_140,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_136_140/casmi2022_iceberg_harmonized_query_results.csv,True
139,CASMI2022,iceberg,partial_prediction_failures,192,192,422,[M+H]+,661.39362166225,30,CASMI_MOL_1196984,full_query_candidate_set,735,729,6,6,123.0,False,False,False,0.008130081300813,CCC=CC=CC=CC=CC=CCCCC(=O)OC(COC(=O)CCCCC=CCC=CCC)COC1OC(CO)C(O)C(O)C1O,0.1031746031746031,True,binned_cosine_1Da,3102.402909517288,shard_136_140,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_136_140/casmi2022_iceberg_harmonized_query_results.csv,True
140,CASMI2022,iceberg,completed,193,193,423,[M+H]+,441.226683930043,30,CASMI_MOL_1196985,full_query_candidate_set,7937,7937,0,0,2.0,False,True,True,0.5,CCCCCc1cc2cc(O)cc(Oc3c(O)cc(OC)cc3CCCCC)c2c(=O)o1,1.0,True,binned_cosine_1Da,12940.304089546204,shard_136_140,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_136_140/casmi2022_iceberg_harmonized_query_results.csv,True
141,CASMI2022,iceberg,completed,194,194,428,[M+H]+,315.090498851477,30,CASMI_MOL_1196986,full_query_candidate_set,9378,9378,0,0,4.0,False,True,True,0.25,Nc1ccc(S(=O)(=O)Nc2ccc(-n3ccnc3)cc2)cc1,0.4693877551020408,True,binned_cosine_1Da,11370.010052204132,shard_141_145,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_141_145/casmi2022_iceberg_harmonized_query_results.csv,True
142,CASMI2022,iceberg,completed,195,195,430,[M+H]+,663.227678443159,30,CASMI_MOL_1196987,full_query_candidate_set,1274,1274,0,0,13.0,False,False,False,0.0769230769230769,CC(C)=CCc1c(O)cc(O)c2c(=O)c(OC3OC(CO)C(O)C(O)C3OC3OC(C)C(O)C(O)C3O)c(-c3ccc(O)cc3)oc12,1.0,True,binned_cosine_1Da,3427.2665226459503,shard_141_145,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_141_145/casmi2022_iceberg_harmonized_query_results.csv,True
143,CASMI2022,iceberg,completed,196,196,431,[M+H]+,486.259335227713,30,CASMI_MOL_1196988,full_query_candidate_set,4522,4522,0,0,4.0,False,True,True,0.25,COCCOCCOCCOC(=O)C=CC1=CC(n2nc3ccccc3n2)C(=O)C(C(C)(C)C)C1,0.1176470588235294,True,binned_cosine_1Da,8856.811665296555,shard_141_145,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_141_145/casmi2022_iceberg_harmonized_query_results.csv,True
144,CASMI2022,iceberg,completed,199,199,439,[M+H]+,336.064621637157,30,CASMI_MOL_1196991,full_query_candidate_set,4447,4447,0,0,18.0,False,False,False,0.0555555555555555,CN(Cc1ccc(Cl)cc1)Cn1nnn(-c2cccs2)c1=O,0.1125,False,binned_cosine_1Da,5585.066278219223,shard_141_145,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_141_145/casmi2022_iceberg_harmonized_query_results.csv,True
145,CASMI2022,iceberg,completed,200,200,442,[M+H]+,959.519496084228,30,CASMI_MOL_1196992,full_query_candidate_set,510,510,0,0,34.0,False,False,False,0.0294117647058823,CC1OC(OC2C(OC(=O)C3CC4(C)C(=CCC5C6(C)CC(O)C(O)C(C)(CO)C6CCC54C)C4CC(C)(C)CCC34)OC(COC3OC(CO)C(O)C(O)C3O)C(O)C2O)C(O)C(O)C1O,0.4956521739130435,True,binned_cosine_1Da,1664.8744854927063,shard_141_145,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_141_145/casmi2022_iceberg_harmonized_query_results.csv,True
146,CASMI2022,iceberg,completed,201,201,443,[M+H]+,259.096368166086,30,CASMI_MOL_1196993,full_query_candidate_set,7033,7033,0,0,354.0,False,False,False,0.0028248587570621,O=c1oc2cc(O)c(O)cc2c2c1C1CCCCC21,0.1206896551724138,True,binned_cosine_1Da,8049.742192268372,shard_146_150,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_146_150/casmi2022_iceberg_harmonized_query_results.csv,True
147,CASMI2022,iceberg,partial_prediction_failures,205,205,451,[M+H]+,297.12325418177,30,CASMI_MOL_1196996,full_query_candidate_set,9363,9361,2,2,33.0,False,False,False,0.0303030303030303,COc1ccncc1-c1c(CCC(=O)O)[nH]c2ccccc12,0.1506849315068493,True,binned_cosine_1Da,14187.712505340576,shard_146_150,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_146_150/casmi2022_iceberg_harmonized_query_results.csv,True
148,CASMI2022,iceberg,completed,206,206,453,[M+H]+,273.112060546875,30,CASMI_MOL_1196927,full_query_candidate_set,9113,9113,0,0,502.0,False,False,False,0.0019920318725099,COc1nccc2c(-c3cc(F)cnc3N)cn(C)c12,0.123076923076923,False,binned_cosine_1Da,11069.762844324112,shard_146_150,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_146_150/casmi2022_iceberg_harmonized_query_results.csv,True
149,CASMI2022,iceberg,completed,207,207,454,[M+H]+,227.091207796557,30,CASMI_MOL_1196997,full_query_candidate_set,5971,5971,0,0,409.0,False,False,False,0.0024449877750611,O=C(O)c1coc(COCC2CCOC2)c1,0.0597014925373134,True,binned_cosine_1Da,6495.220375061035,shard_146_150,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_146_150/casmi2022_iceberg_harmonized_query_results.csv,True
150,CASMI2022,iceberg,completed,208,208,455,[M+H]+,235.169023595214,30,CASMI_MOL_1196916,full_query_candidate_set,9633,9633,0,0,355.0,False,False,False,0.0028169014084507,CC1=CCC(=CCC(=O)O)CCC(C)=CCC1,0.1379310344827586,True,binned_cosine_1Da,10432.797718048096,shard_146_150,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_146_150/casmi2022_iceberg_harmonized_query_results.csv,True
151,CASMI2022,iceberg,completed,209,209,456,[M+H]+,275.127561614585,30,CASMI_MOL_1196904,full_query_candidate_set,9092,9092,0,0,127.0,False,False,False,0.0078740157480314,COc1ccc(Cc2c(O)cc(OC)cc2OC)cc1,0.3695652173913043,True,binned_cosine_1Da,10719.10091805458,shard_151_155,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_151_155/casmi2022_iceberg_harmonized_query_results.csv,True
152,CASMI2022,iceberg,completed,210,210,457,[M+H]+,194.081074419737,30,CASMI_MOL_1196998,full_query_candidate_set,6490,6490,0,0,4.0,False,True,True,0.25,COc1cc(C=CC(N)=O)ccc1O,1.0,True,binned_cosine_1Da,7445.228365659714,shard_151_155,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_151_155/casmi2022_iceberg_harmonized_query_results.csv,True
153,CASMI2022,iceberg,completed,211,211,463,[M+H]+,265.190887245176,30,CASMI_MOL_1196999,full_query_candidate_set,9668,9668,0,0,1267.0,False,False,False,0.0007892659826361,CC(C)Oc1cc(N2CCC(C(C)O)C2)ccc1N,0.088235294117647,True,binned_cosine_1Da,11524.286560297012,shard_151_155,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_151_155/casmi2022_iceberg_harmonized_query_results.csv,True
154,CASMI2022,iceberg,completed,212,212,465,[M+H]+,222.148667506899,30,CASMI_MOL_1197000,full_query_candidate_set,9580,9580,0,0,5656.0,False,False,False,0.0001768033946251,CC(C(=O)OC(C)(C)C)c1cccc(N)c1,0.2653061224489796,True,binned_cosine_1Da,10576.679579257963,shard_151_155,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_151_155/casmi2022_iceberg_harmonized_query_results.csv,True
155,CASMI2022,iceberg,completed,213,213,466,[M+H]+,403.211022742836,30,CASMI_MOL_1197001,full_query_candidate_set,9069,9069,0,0,2609.0,False,False,False,0.000383288616328,CCCOC(O)=c1c(C(O)OCCC(C)(C)C)c2cc(O)c1c1c2=CC=C(O)C1,0.1184210526315789,True,binned_cosine_1Da,13854.247501373293,shard_151_155,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_151_155/casmi2022_iceberg_harmonized_query_results.csv,True
156,CASMI2022,iceberg,partial_prediction_failures,214,214,467,[M+H]+,271.059841928281,30,CASMI_MOL_1197002,full_query_candidate_set,1846,1845,1,1,9.0,False,False,True,0.1111111111111111,Cn1c(=O)[nH]c(=O)c2[nH]c(SCC(=O)NN)nc21,0.106060606060606,False,binned_cosine_1Da,2794.8934512138367,shard_156_160,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_156_160/casmi2022_iceberg_harmonized_query_results.csv,True
157,CASMI2022,iceberg,completed,215,215,468,[M+H]+,309.169381324284,30,CASMI_MOL_1197003,full_query_candidate_set,9453,9453,0,0,280.0,False,False,False,0.0035714285714285,CC(=O)C1CCCC=CC2CC(O)CC2C(=O)CCC(=O)O1,0.1645569620253164,True,binned_cosine_1Da,12823.149007558824,shard_156_160,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_156_160/casmi2022_iceberg_harmonized_query_results.csv,True
158,CASMI2022,iceberg,completed,216,216,469,[M+H]+,275.091150535382,30,CASMI_MOL_1197004,full_query_candidate_set,5420,5420,0,0,701.0,False,False,False,0.0014265335235378,CCOC(=O)C1CCc2oc3ccc(O)cc3c2C1=O,0.1971830985915492,True,binned_cosine_1Da,7848.489637851715,shard_156_160,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_156_160/casmi2022_iceberg_harmonized_query_results.csv,True
159,CASMI2022,iceberg,partial_prediction_failures,218,218,475,[M+H]+,273.097993820206,30,CASMI_MOL_1197006,full_query_candidate_set,7363,7361,2,2,242.0,False,False,False,0.0041322314049586,Cc1occc1C(=O)N=NC(=O)CCc1cnccn1,0.1690140845070422,True,binned_cosine_1Da,9646.45206451416,shard_156_160,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_156_160/casmi2022_iceberg_harmonized_query_results.csv,True
160,CASMI2022,iceberg,completed,219,219,476,[M+H]+,315.227363745888,30,CASMI_MOL_1197007,full_query_candidate_set,3155,3155,0,0,8.0,False,False,True,0.125,CC(C)CCCCCCCCC(=O)NC(CC(N)=O)C(=O)O,0.6923076923076923,True,binned_cosine_1Da,4057.246449947357,shard_156_160,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_156_160/casmi2022_iceberg_harmonized_query_results.csv,True
161,CASMI2022,iceberg,completed,220,220,477,[M+H]+,235.1689207741,30,CASMI_MOL_1196917,full_query_candidate_set,9633,9633,0,0,81.0,False,False,False,0.0123456790123456,COc1ccc(C)cc1OCC1CCCCC1,0.1,True,binned_cosine_1Da,10296.598890304564,shard_161_165,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_161_165/casmi2022_iceberg_harmonized_query_results.csv,True
162,CASMI2022,iceberg,completed,221,221,478,[M+H]+,415.211006003416,30,CASMI_MOL_1197008,full_query_candidate_set,9150,9150,0,0,192.0,False,False,False,0.0052083333333333,CC(=O)OCC(=Cc1ccc(CC(=O)OC2C=CCCCCC2)cc1)COC(C)=O,0.1354166666666666,True,binned_cosine_1Da,15786.364183425903,shard_161_165,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_161_165/casmi2022_iceberg_harmonized_query_results.csv,True
163,CASMI2022,iceberg,completed,222,222,479,[M+H]+,377.195318456245,30,CASMI_MOL_1197009,full_query_candidate_set,9240,9240,0,0,27.0,False,False,False,0.037037037037037,O=C(CCc1nc2ccccc2[nH]c1=O)NC1CCN(Cc2ccccc2)C1,0.0909090909090909,False,binned_cosine_1Da,13828.241459846497,shard_161_165,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_161_165/casmi2022_iceberg_harmonized_query_results.csv,True
164,CASMI2022,iceberg,partial_prediction_failures,223,223,480,[M+H]+,357.205526462194,30,CASMI_MOL_1197010,full_query_candidate_set,9012,9011,1,1,6.0,False,False,True,0.1666666666666666,CC=C(Cc1ccc(O)c(O)c1)C(CC)CCCc1ccc(O)c(O)c1,0.1012658227848101,True,binned_cosine_1Da,13231.184834480286,shard_161_165,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_161_165/casmi2022_iceberg_harmonized_query_results.csv,True
165,CASMI2022,iceberg,completed,224,224,487,[M+H]+,256.059356689453,30,CASMI_MOL_1197011,full_query_candidate_set,2730,2730,0,0,5.0,False,True,True,0.2,O=[N+]([O-])NC1=NCCN1Cc1ccc(Cl)nc1,1.0,True,binned_cosine_1Da,2997.856110095978,shard_161_165,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_161_165/casmi2022_iceberg_harmonized_query_results.csv,True
166,CASMI2022,iceberg,completed,225,225,489,[M+H]+,331.080666792507,30,CASMI_MOL_1197012,full_query_candidate_set,6158,6158,0,0,49.0,False,False,False,0.0204081632653061,COc1ccc(-c2c(-c3cc(Cl)c(O)cc3O)n[nH]c2C)cc1,0.1791044776119403,False,binned_cosine_1Da,7789.770387649536,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
167,CASMI2022,iceberg,partial_prediction_failures,226,226,490,[M+H]+,268.154041428283,30,CASMI_MOL_1197013,full_query_candidate_set,9691,9690,1,1,336.0,False,False,False,0.0029761904761904,CC(CCCN1C(=O)CC2(CCCC2)C1=O)C(=O)O,0.1044776119402985,True,binned_cosine_1Da,13928.396379709244,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
168,CASMI2022,iceberg,completed,227,227,491,[M+H]+,411.3252119159,30,CASMI_MOL_1197014,full_query_candidate_set,1329,1329,0,0,622.0,False,False,False,0.0016077170418006,C=CC(C)(C=Cc1ccc(OC(=O)CCCCCCCCC)cc1)CCC=C(C)C,0.1195652173913043,True,binned_cosine_1Da,1918.8274009227755,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
169,CASMI2022,iceberg,completed,228,228,500,[M+H]+,243.101499946407,30,CASMI_MOL_1196957,full_query_candidate_set,6956,6956,0,0,4.0,False,True,True,0.25,Oc1ccc(C2COc3cc(O)ccc3C2)cc1,1.0,True,binned_cosine_1Da,7929.153490781784,shard_166_170,results/harmonized_sota_candidate_reruns_v1/iceberg/shard_166_170/casmi2022_iceberg_harmonized_query_results.csv,True
